sgRNA	Gene	Diff	Lower	Upper
ALDH5A1_+_24495537.23-P1P2	ALDH5A1	3130	2234	2
ALDH5A1_+_24495662.23-P1P2	ALDH5A1	1385	5686	3394
ALDH9A1_-_165667740.23-P1P2	ALDH9A1	606	0	1113
ALDH9A1_-_165667761.23-P1P2	ALDH9A1	1149	0	1054
ALDH9A1_-_165667803.23-P1P2	ALDH9A1	910	1	0
ALK_+_30144436.23-P1P2	ALK	4821	2776	3
ALK_-_30144392.23-P1P2	ALK	3104	2934	1747
ALLC_-_3705832.23-P1P2	ALLC	2893	3283	899
ALLC_-_3706094.23-P1P2	ALLC	1089	2	460
ALOX5_+_45869730.23-P1P2	ALOX5	1221	3312	1
ALOX5_+_45869734.23-P1P2	ALOX5	672	5528	1
ALOX5_-_45870075.23-P1P2	ALOX5	2364	6	1
ALOX5_-_45870079.23-P1P2	ALOX5	1319	7	1626
ALOX5_-_45870102.23-P1P2	ALOX5	1825	1	2
ALPI_+_233320899.23-P1P2	ALPI	869	3469	1
ALPI_+_233321300.23-P1P2	ALPI	1260	8154	3601
ALPI_-_233321239.23-P1P2	ALPI	688	1	1066
ALPK1_+_113218522.23-P1P2	ALPK1	3143	1	2
ALPK2_+_56296241.23-ENST00000361673.3	ALPK2	1607	0	1
ALPK3_-_85360394.23-P1P2	ALPK3	2402	5	4
ALPK3_-_85360414.23-P1P2	ALPK3	1145	3	2713
ALPK3_-_85360833.23-P1P2	ALPK3	5074	3	1486
ALPL_+_21835943.23-P1	ALPL	937	2	3309
ALPL_+_21835964.23-P1	ALPL	1237	5	1665
ALPL_+_21836361.23-P1	ALPL	2378	3	3950
ALPL_+_21877779.23-P2	ALPL	1097	9	3377
ALPL_-_21836424.23-P1	ALPL	1760	0	0
ALPL_-_21877787.23-P2	ALPL	944	1	2297
ALPL_-_21877856.23-P2	ALPL	1344	2497	1
ALPL_-_21877871.23-P2	ALPL	283	1141	1651
ALPPL2_+_233271563.23-P1P2	ALPPL2	4453	1705	1707
ALPPL2_+_233271588.23-P1P2	ALPPL2	1217	1	1
ALPPL2_+_233271948.23-P1P2	ALPPL2	2839	3146	3673
AMHR2_+_53818923.23-P1P2	AMHR2	2676	2	1162
AMHR2_+_53819137.23-P1P2	AMHR2	3209	5	4556
AMHR2_+_53819383.23-P1P2	AMHR2	1649	6947	1767
AMN_+_103389039.23-P1	AMN	882	1	1452
AMN_+_103389216.23-P1	AMN	5851	1	2065
AMN_+_103395231.23-P2	AMN	2404	1	1
AMN_+_103395370.23-P2	AMN	1385	2	1279
AMN_+_103395419.23-P2	AMN	1510	3	1
AMN_-_103389029.23-P1	AMN	2527	1	1673
AMN_-_103389087.23-P1	AMN	2548	0	2621
AMN_-_103395024.23-P2	AMN	1476	6	5555
AMN_-_103395326.23-P2	AMN	2497	1	0
AMT_+_49459848.23-P1P2	AMT	1718	4	3762
AMT_+_49459858.23-P1P2	AMT	1422	4	3
AMT_+_49459861.23-P1P2	AMT	1131	3	14
AMT_-_49459857.23-P1P2	AMT	714	4	0
AMY2A_+_104159553.23-P1P2	AMY2A	2822	1	3805
AMY2A_-_104159734.23-P1P2	AMY2A	1690	5398	4
ANKK1_+_113258562.23-P1P2	ANKK1	5725	2305	2815
ANKK1_+_113258924.23-P1P2	ANKK1	33	1	0
ANKK1_-_113258522.23-P1P2	ANKK1	1534	0	0
ANXA2_+_60689732.23-P1P2	ANXA2	1322	3	5373
ANXA2_+_60690063.23-P1P2	ANXA2	3716	4	2100
ANXA2_-_60689707.23-P1P2	ANXA2	240	3520	1
ANXA2_-_60689776.23-P1P2	ANXA2	964	11734	1404
ANXA2_-_60690116.23-P1P2	ANXA2	4997	5	1932
ANXA3_+_79472940.23-P1P2	ANXA3	2645	4	2017
ANXA3_+_79473255.23-P1P2	ANXA3	1257	0	2
ANXA3_-_79473131.23-P1P2	ANXA3	3947	4674	3
ANXA3_-_79473265.23-P1P2	ANXA3	560	0	1
ANXA5_-_122617573.23-P1P2	ANXA5	930	0	1433
ANXA5_-_122617717.23-P1P2	ANXA5	2737	2797	2083
ANXA5_-_122618086.23-P1P2	ANXA5	1501	0	0
APCS_-_159557638.23-P1P2	APCS	2621	6372	1354
APOE_-_45409117.23-P1P2	APOE	2090	1	3736
APOE_-_45409137.23-P1P2	APOE	1470	5502	3
APOH_+_64223962.23-P2	APOH	1389	4	1576
APOH_+_64224202.23-P2	APOH	1489	1	3
APOH_+_64225521.23-P1	APOH	2717	1	2
APOH_-_64224067.23-P2	APOH	5418	1995	1281
APOH_-_64225455.23-P1	APOH	676	0	1521
APOH_-_64225487.23-P1	APOH	395	2585	2
APOH_-_64225515.23-P1	APOH	1722	1	1
APOH_-_64225529.23-P1	APOH	1981	1	1805
APRT_+_88877892.23-P1P2	APRT	1428	2629	1574
APRT_+_88877930.23-P1P2	APRT	6107	4	6
APRT_-_88878302.23-P1P2	APRT	1264	3112	4740
APRT_-_88878308.23-P1P2	APRT	2428	2963	3836
ARAF_+_47420611.23-P1P2	ARAF	3414	2	2
ARAF_-_47420581.23-P1P2	ARAF	1516	2	2299
ARAF_-_47420629.23-P1P2	ARAF	3931	3	1
ARAF_-_47420650.23-P1P2	ARAF	5710	6466	3280
ARAF_-_47420655.23-P1P2	ARAF	4060	2	3693
ARF1_-_228270444.23-P1P2	ARF1	3334	2	4511
ARF1_-_228270479.23-P1P2	ARF1	1647	1	0
ARF1_-_228270510.23-P1P2	ARF1	4303	2	1939
ARF1_-_228270878.23-P1P2	ARF1	2794	5	2255
ARF6_-_50360206.23-P1	ARF6	1789	1	1261
ARF6_-_50360232.23-P1	ARF6	6369	2	1987
ARF6_-_50361209.23-P2	ARF6	2631	4	1
ARHGAP26_+_142150361.23-P1P2	ARHGAP26	4103	4721	2605
ARHGAP26_-_142149986.23-P1P2	ARHGAP26	2191	1	3
ARL1_+_101801468.23-P1P2	ARL1	906	2742	0
ARL1_+_101801483.23-P1P2	ARL1	3065	3	1566
ARL3_+_104474074.23-P1P2	ARL3	5086	7	2023
ARL3_+_104474107.23-P1P2	ARL3	1095	7180	1625
ARL3_-_104474009.23-P1P2	ARL3	2763	1020	6
ARL3_-_104474089.23-P1P2	ARL3	1673	1	2072
ARL5B_-_18948336.23-P1P2	ARL5B	1088	0	1
ARL5B_-_18948344.23-P1P2	ARL5B	1345	0	0
ARL5B_-_18948348.23-P1P2	ARL5B	4149	5940	2178
ARL5B_-_18948364.23-P1P2	ARL5B	828	1290	870
ARPC1B_+_98972315.23-P1P2	ARPC1B	4332	3	5
ARPC1B_+_98972356.23-P1P2	ARPC1B	1421	5375	1929
ARPC1B_+_98972769.23-P1P2	ARPC1B	1530	2	0
ARPC2_+_219103598.23-P2	ARPC2	1586	0	0
ARPC2_-_219081891.23-P1	ARPC2	1386	5683	1859
ARPC2_-_219103724.23-P2	ARPC2	1719	0	0
ARPC2_-_219103871.23-P2	ARPC2	2564	4	1569
ARPC3_-_110882896.23-P2	ARPC3	1835	1	2115
ARPC3_-_110888115.23-P1	ARPC3	691	0	1
ARPC4_+_9834836.23-P1P2	ARPC4	2710	3	2835
ARPC5_+_183604702.23-P1P2	ARPC5	1033	2613	4
ARPC5_+_183604896.23-P1P2	ARPC5	3353	3	2471
ARSA_+_51066539.23-P1P2	ARSA	1549	1	1
ARSA_+_51066550.23-P1P2	ARSA	1866	2260	6845
ART1_-_3666414.23-P1P2	ART1	2093	0	0
ASGR2_+_7017555.23-P1P2	ASGR2	1447	603	1548
ASGR2_-_7017722.23-P1P2	ASGR2	1399	0	0
ASGR2_-_7017726.23-P1P2	ASGR2	1757	3462	0
ASGR2_-_7017962.23-P1P2	ASGR2	2340	5295	1781
ASGR2_-_7017981.23-P1P2	ASGR2	1483	6765	5
ASNA1_+_12848373.23-P1P2	ASNA1	2287	8308	1659
ASNA1_+_12848698.23-P1P2	ASNA1	1238	9971	5
ASNA1_-_12847970.23-P1P2	ASNA1	1304	2	1830
ASRGL1_+_62105004.23-P1P2	ASRGL1	3847	5143	4
ASRGL1_+_62105040.23-P1P2	ASRGL1	3932	2	1210
ASRGL1_-_62104973.23-P1P2	ASRGL1	1578	2410	2
ASRGL1_-_62105346.23-P1P2	ASRGL1	1523	2	1
ASS1_+_133320415.23-P1P2	ASS1	559	3	1
ASS1_+_133320791.23-P1P2	ASS1	1208	1	1025
ASS1_-_133320387.23-P1P2	ASS1	3764	3683	5067
ATM_+_108094013.23-P1P2	ATM	1242	2	2019
ATM_-_108093795.23-P1P2	ATM	247	1	1992
ATM_-_108093829.23-P1P2	ATM	2088	2	0
ATM_-_108093839.23-P1P2	ATM	675	0	0
ATOX1_-_151137774.23-P1P2	ATOX1	4664	3181	5
ATOX1_-_151138108.23-P1P2	ATOX1	5747	2	4
ATOX1_-_151138119.23-P1P2	ATOX1	4171	1	2039
ATOX1_-_151138125.23-P1P2	ATOX1	2799	3	2901
ATOX1_-_151138136.23-P1P2	ATOX1	3926	6	3418
ATP1A1_+_116916023.23-P1P2	ATP1A1	1733	0	0
ATP1A1_+_116916694.23-P1P2	ATP1A1	4200	2	1953
ATP1A1_-_116915929.23-P1P2	ATP1A1	1275	5537	3221
ATP1A1_-_116915944.23-P1P2	ATP1A1	2227	6	1486
ATP1A1_-_116916334.23-P1P2	ATP1A1	1546	1	0
ATP2A1_+_28890222.23-P1P2	ATP2A1	2474	1	1
ATP2A1_-_28889833.23-P1P2	ATP2A1	3688	2	1345
ATP2C1_+_130613095.23-P1P2	ATP2C1	3210	0	1005
ATP2C1_+_130613395.23-P1P2	ATP2C1	1296	6946	1674
ATP2C1_-_130613510.23-P1P2	ATP2C1	625	1	6895
ATP4A_+_36048542.23-P2	ATP4A	2662	6	1044
ATP4A_+_36048719.23-P2	ATP4A	1983	3690	2243
ATP4A_+_36054077.23-P1	ATP4A	1219	0	2863
ATP4A_+_36054145.23-P1	ATP4A	928	0	1
ATP4A_+_36054525.23-P1	ATP4A	2301	1478	3316
ATP4A_+_36054554.23-P1	ATP4A	2045	1	2
ATP4A_-_36048282.23-P2	ATP4A	3179	1	1
ATP4A_-_36048687.23-P2	ATP4A	2170	4164	1721
ATP5A1_+_43669663.23-P2	ATP5A1	1505	3	1974
ATP5A1_+_43678149.23-P1	ATP5A1	1272	1	2
ATP5A1_+_43678237.23-P1	ATP5A1	2814	3441	2
ATP5A1_-_43669651.23-P2	ATP5A1	1869	1	1751
ATP5A1_-_43669654.23-P2	ATP5A1	2190	4284	3438
ATP5C1_+_7830138.23-P1P2	ATP5C1	3511	2	0
ATP6V1C1_-_104033361.23-P1P2	ATP6V1C1	1662	0	3
ATP8A1_-_42658683.23-P1P2	ATP8A1	2362	3	3971
ATP8A1_-_42659062.23-P1P2	ATP8A1	1401	2	5925
ATP8A1_-_42659065.23-P1P2	ATP8A1	1623	4	3
ATP8A1_-_42659112.23-P1P2	ATP8A1	2728	4	6478
AURKAIP1_+_1310184.23-P1P2	AURKAIP1	1811	3286	6
AURKAIP1_-_1310201.23-P1P2	AURKAIP1	2204	2	2
AURKC_+_57742445.23-P1P2	AURKC	855	3037	0
AURKC_-_57742432.23-P1P2	AURKC	1476	4	2284
AURKC_-_57742487.23-P1P2	AURKC	4998	3	1902
AVPR1A_+_63544503.23-P1P2	AVPR1A	846	0	0
AVPR1A_+_63544956.23-P1P2	AVPR1A	467	0	0
AVPR1A_-_63544766.23-P1P2	AVPR1A	1161	0	1
AVPR1A_-_63544900.23-P1P2	AVPR1A	2101	4084	4700
AVPR1B_+_206223991.23-P1P2	AVPR1B	3627	5462	1606
AVPR1B_+_206223995.23-P1P2	AVPR1B	2311	4913	4
AVPR1B_+_206224162.23-P1P2	AVPR1B	693	3063	3
AVPR1B_-_206223987.23-P1P2	AVPR1B	6088	3014	1443
AVPR2_+_153170186.23-P1P2	AVPR2	848	2726	3357
AVPR2_+_153170422.23-P1P2	AVPR2	2609	5	2142
AVPR2_+_153170553.23-P1P2	AVPR2	1049	1	1972
AVPR2_-_153170663.23-P1P2	AVPR2	2463	7934	5
AXL_+_41725166.23-P1P2	AXL	3111	3	1874
AXL_-_41725322.23-P1P2	AXL	1642	4	2
AXL_-_41725592.23-P1P2	AXL	1613	3	2
AZGP1_+_99573256.23-P1P2	AZGP1	863	1	0
AZGP1_+_99573276.23-P1P2	AZGP1	998	1	2414
AZGP1_+_99573447.23-P1P2	AZGP1	2540	1	3
AZGP1_-_99573392.23-P1P2	AZGP1	2415	2	0
B2M_+_45003754.23-P1	B2M	3790	2	1791
B2M_+_45003760.23-P1	B2M	2334	3	2227
B2M_+_45004135.23-P1	B2M	2024	2	2
B2M_+_45007848.23-P2	B2M	2805	11018	3478
B2M_+_45007852.23-P2	B2M	935	2	1775
B2M_+_45008205.23-P2	B2M	1132	2	2008
B2M_-_45003947.23-P1	B2M	1439	6	3109
B2M_-_45008269.23-P2	B2M	1900	2	2
B4GALT1_-_33166777.23-P1P2	B4GALT1	166	1	1
B4GALT1_-_33167098.23-P1P2	B4GALT1	2919	5	1665
B4GALT1_-_33167114.23-P1P2	B4GALT1	2106	2	1677
B4GALT2_+_44444940.23-P1P2	B4GALT2	4226	2	4
B4GALT2_+_44444945.23-P1P2	B4GALT2	2066	4	2937
B4GALT2_+_44445285.23-P1P2	B4GALT2	3072	6	3124
B4GALT2_+_44445388.23-P1P2	B4GALT2	3269	1	2
B4GALT2_+_44445508.23-P1P2	B4GALT2	458	2	1427
B4GALT3_+_161146860.23-P1P2	B4GALT3	1492	1	0
B4GALT3_+_161147226.23-P1P2	B4GALT3	1953	1	1
B4GALT3_-_161146830.23-P1P2	B4GALT3	818	0	0
B4GALT4_-_118959253.23-P1P2	B4GALT4	3811	2470	2
B4GALT4_-_118959700.23-P1P2	B4GALT4	2159	3297	4
B4GALT4_-_118959706.23-P1P2	B4GALT4	1289	1	3
BACE1_+_117186910.23-P1P2	BACE1	2226	0	1
BACE1_-_117186930.23-P1P2	BACE1	3116	2	1
BACE1_-_117186976.23-P1P2	BACE1	2382	4	1081
BAG1_+_33264282.23-P1P2	BAG1	3245	1074	3293
BAG1_+_33264334.23-P1P2	BAG1	3099	0	1332
BAG1_+_33264347.23-P1P2	BAG1	1516	7	2811
BAG1_+_33264674.23-P1P2	BAG1	1615	3669	0
BAG1_-_33264226.23-P1P2	BAG1	2894	2	0
BAIAP2L1_+_98030294.23-P1P2	BAIAP2L1	1245	4	3454
BAIAP2L1_-_98030369.23-P1P2	BAIAP2L1	1431	1	1232
BAIAP2L1_-_98030377.23-P1P2	BAIAP2L1	2069	4	1629
BBOX1_+_27077219.23-P1	BBOX1	1830	1	1646
BBOX1_+_27077310.23-P1	BBOX1	2696	2	3
BBOX1_-_27062990.23-P2	BBOX1	831	1	1
BBOX1_-_27063389.23-P2	BBOX1	2946	3363	2
BBOX1_-_27063410.23-P2	BBOX1	1055	5904	805
BCAT2_+_49313840.23-P1P2	BCAT2	4149	4954	488
BCAT2_+_49313857.23-P1P2	BCAT2	1521	1	0
BCAT2_+_49314243.23-P1P2	BCAT2	1928	3	1415
BCAT2_-_49314274.23-P1P2	BCAT2	2972	5316	3
BCKDK_+_31119819.23-P1P2	BCKDK	4244	3	4638
BCKDK_+_31119948.23-P1P2	BCKDK	3635	1	2
BCKDK_-_31119715.23-P1P2	BCKDK	3736	5	2
BCR_+_23522602.23-P1P2	BCR	738	3	2020
BCR_+_23523092.23-P1P2	BCR	1356	2073	2
BCR_+_23523145.23-P1P2	BCR	2622	2993	1901
BCR_-_23522662.23-P1P2	BCR	2488	3391	2723
BCR_-_23523163.23-P1P2	BCR	3035	5	5316
BDH1_+_197282818.23-P1	BDH1	1975	3830	1772
BDH1_+_197282821.23-P1	BDH1	1560	0	1338
BDH1_+_197299833.23-P2	BDH1	1638	2	1
BDH1_+_197300005.23-P2	BDH1	2612	2	1
BDH1_-_197282430.23-P1	BDH1	3612	3494	1938
BDH1_-_197282459.23-P1	BDH1	2510	0	1
BDH1_-_197300158.23-P2	BDH1	1437	1	5274
BDKRB2_-_96671212.23-P1P2	BDKRB2	1507	1	2077
BDKRB2_-_96671239.23-P1P2	BDKRB2	1181	3	0
BDKRB2_-_96671258.23-P1P2	BDKRB2	1139	2060	5662
BEGAIN_+_101014112.23-P2	BEGAIN	1200	2	1244
BEGAIN_+_101053379.23-P1	BEGAIN	1445	5	3018
BEGAIN_+_101053679.23-P1	BEGAIN	2936	5408	3862
BEGAIN_-_101014193.23-P2	BEGAIN	3257	5071	2
BGLAP_+_156182825.23-P1P2	BGLAP	1236	3458	3
BGLAP_-_156182790.23-P1P2	BGLAP	1379	1	1
BHMT2_+_78365650.23-P1P2	BHMT2	4152	2	3
BHMT2_+_78365811.23-P1P2	BHMT2	399	1	1541
BHMT2_+_78366015.23-P1P2	BHMT2	2904	1	4
BHMT2_-_78365608.23-P1P2	BHMT2	6888	7071	1603
BHMT_+_78407660.23-P1P2	BHMT	680	3	810
BHMT_+_78407670.23-P1P2	BHMT	2184	2611	3621
BHMT_-_78407639.23-P1P2	BHMT	1877	2	2
BLK_+_11351913.23-P1P2	BLK	3738	4507	3960
BLK_-_11351904.23-P1P2	BLK	469	2	1812
BLVRA_+_43798323.23-P1	BLVRA	2570	3	5196
BLVRA_+_43798673.23-P1	BLVRA	2669	2515	2739
BLVRA_+_43803794.23-P2	BLVRA	1077	1	0
BLVRA_+_43804242.23-P2	BLVRA	1374	0	1762
BLVRA_+_43804270.23-P2	BLVRA	2465	0	0
BLVRA_-_43798338.23-P1	BLVRA	3589	2399	2450
BLVRA_-_43803827.23-P2	BLVRA	2911	2511	1
BLVRA_-_43804199.23-P2	BLVRA	3402	1	2224
BLVRB_+_40971387.23-P1P2	BLVRB	1373	1	2879
BLVRB_-_40971633.23-P1P2	BLVRB	1874	2	1060
BMP2K_-_79697913.23-P1P2	BMP2K	1135	2	0
BMPR1A_-_88516386.23-P1P2	BMPR1A	2496	1	1490
BMPR1A_-_88516862.23-P1P2	BMPR1A	3840	3183	1480
BMPR1B_-_95679183.23-P1P2	BMPR1B	1201	4	4410
BMPR1B_-_95679535.23-P1P2	BMPR1B	2842	5	3316
BMPR1B_-_95679541.23-P1P2	BMPR1B	3400	4096	6099
BMPR2_+_203241093.23-P1P2	BMPR2	1167	1	2
BMPR2_+_203241440.23-P1P2	BMPR2	561	0	1576
BMPR2_-_203241426.23-P1P2	BMPR2	263	0	1
BMX_+_15518931.23-P1P2	BMX	3618	1	2658
BMX_+_15518990.23-P1P2	BMX	5149	7717	1849
BMX_+_15519408.23-P1P2	BMX	2007	0	3
BMX_-_15518995.23-P1P2	BMX	3403	2667	2
BPHL_+_3118965.23-P1P2	BPHL	1390	2781	3404
BPHL_+_3118994.23-P1P2	BPHL	7247	1299	4
BPHL_-_3118980.23-P1P2	BPHL	3926	1	3136
BPHL_-_3118993.23-P1P2	BPHL	1638	1	1911
BPI_+_36932636.23-P1P2	BPI	2005	14495	1575
BPI_+_36932649.23-P1P2	BPI	1377	0	2
BPI_+_36933042.23-P1P2	BPI	2912	1	1911
BRAF_+_140624087.23-P1P2	BRAF	1135	5856	2
BRAF_-_140624678.23-P1P2	BRAF	923	2	1630
BRAF_-_140624717.23-P1P2	BRAF	3096	2792	827
BRAF_-_140624725.23-P1P2	BRAF	942	3	2521
BRD2_+_32938718.23-P2	BRD2	959	5	1397
BRD2_+_32938730.23-P2	BRD2	821	6391	2725
BRD2_+_32938799.23-P2	BRD2	710	3457	3
BRD2_+_32940409.23-P1	BRD2	1125	5434	1
BRD2_-_32938736.23-P2	BRD2	5617	4377	7058
BRD2_-_32938775.23-P2	BRD2	1493	2	1057
BRD3_+_136932685.23-P1P2	BRD3	1939	1	3
BRD3_+_136933110.23-P1P2	BRD3	313	1	1586
BRD3_+_136933116.23-P1P2	BRD3	2359	6266	3
BRD3_-_136933086.23-P1P2	BRD3	5216	3853	1757
BRD3_-_136933100.23-P1P2	BRD3	3496	2	1707
BRDT_+_92414997.23-P1P2	BRDT	2206	3	6694
BRDT_+_92415234.23-P1P2	BRDT	1687	9392	5624
BRDT_-_92414973.23-P1P2	BRDT	1772	0	0
BRSK1_-_55795395.23-P1P2	BRSK1	1343	1	1033
BRSK1_-_55795404.23-P1P2	BRSK1	743	2	0
BRSK1_-_55795754.23-P1P2	BRSK1	2334	0	0
BRSK1_-_55795805.23-P1P2	BRSK1	2517	4	2001
BRSK2_+_1411183.23-P1P2	BRSK2	3665	1	1320
BRSK2_+_1411277.23-P1P2	BRSK2	730	5876	1798
BST1_+_15704762.23-P1P2	BST1	2498	5	1
BST1_-_15704748.23-P1P2	BST1	1727	1	1420
BST1_-_15704960.23-P1P2	BST1	862	11999	5545
BTK_+_100641187.23-P1P2	BTK	1853	2	2986
BTK_-_100641113.23-P1P2	BTK	2919	5	5
BTK_-_100641135.23-P1P2	BTK	4491	6330	2070
C17orf75_+_30669166.23-P1P2	C17orf75	5741	3264	6680
C17orf75_+_30669177.23-P1P2	C17orf75	1284	2618	1808
C17orf75_-_30668957.23-P1P2	C17orf75	612	0	0
C17orf75_-_30669152.23-P1P2	C17orf75	1113	1	4692
C1QA_+_22963136.23-P1P2	C1QA	2387	5401	1641
C1QA_-_22963175.23-P1P2	C1QA	991	1	2010
C1QB_-_22979726.23-P1P2	C1QB	2425	7	3064
C1QB_-_22979740.23-P1P2	C1QB	458	0	0
C1QB_-_22979843.23-P1P2	C1QB	785	6	1481
C1QC_-_22970169.23-P1P2	C1QC	1665	0	0
C1QC_-_22970394.23-P1P2	C1QC	476	0	0
C1R_+_7245016.23-P1P2	C1R	5739	6880	5
C1R_-_7244605.23-P1P2	C1R	218	1	0
C1R_-_7244637.23-P1P2	C1R	2629	3	0
C1S_-_7168083.23-P1P2	C1S	3762	6	3099
C1S_-_7168284.23-P1P2	C1S	1718	2765	4
C1S_-_7168456.23-P1P2	C1S	1512	1	2
C3_+_6720438.23-P1P2	C3	2719	3042	1
C3_+_6720583.23-P1P2	C3	1419	2655	2
C3_-_6720601.23-P1P2	C3	2422	3	0
C4A_+_31949813.23-ENST00000428956.2	C4A	4623	5214	835
C4A_+_31949878.23-ENST00000428956.2	C4A	5512	4463	4492
C4A_-_31950166.23-ENST00000428956.2	C4A	4841	1824	7115
C4A_-_31950176.23-ENST00000428956.2	C4A	1024	1	0
C4B_+_31982551.23-ENST00000435363.2	C4B	4623	5214	835
C4B_+_31982616.23-ENST00000435363.2	C4B	5512	4463	4492
C4B_-_31982904.23-ENST00000435363.2	C4B	4841	1824	7115
C4B_-_31982914.23-ENST00000435363.2	C4B	1024	1	0
C5_+_123812097.23-P1P2	C5	1220	5837	4
C5_+_123812471.23-P1P2	C5	1057	0	0
C8G_+_139840046.23-P1P2	C8G	2403	5	2
C8G_+_139840055.23-P1P2	C8G	1506	0	1686
C8G_-_139839725.23-P1P2	C8G	933	9915	2
C8G_-_139839737.23-P1P2	C8G	3070	5	4157
C9orf96_+_136243280.23-P1P2	C9orf96	2014	2112	1563
C9orf96_+_136243653.23-P1P2	C9orf96	1428	0	0
C9orf96_-_136243249.23-P1P2	C9orf96	1083	2	3
C9orf96_-_136243277.23-P1P2	C9orf96	811	1	78
CA10_+_50235658.23-P1P2	CA10	1604	1	1014
CA10_+_50235675.23-P1P2	CA10	2851	4	1636
CA10_+_50236049.23-P1P2	CA10	666	1	0
CA10_-_50235685.23-P1P2	CA10	6191	2812	4414
CA11_+_49148840.23-P1P2	CA11	3369	4	0
CA11_+_49148889.23-P1P2	CA11	4428	0	1
CA11_+_49149355.23-P1P2	CA11	1539	0	882
CA11_-_49148908.23-P1P2	CA11	2480	6360	2074
CA12_+_63673833.23-P1P2	CA12	1260	1901	0
CA12_+_63673971.23-P1P2	CA12	1635	0	0
CA12_+_63674021.23-P1P2	CA12	3652	4302	2793
CA13_+_86157720.23-P1P2	CA13	2763	2743	1053
CA13_+_86158000.23-P1P2	CA13	1159	1	0
CA13_-_86157748.23-P1P2	CA13	2413	2	1226
CA13_-_86157765.23-P1P2	CA13	3700	2	1853
CA13_-_86158065.23-P1P2	CA13	1386	3181	1663
CA1_-_86290329.23-P1P2	CA1	741	7433	4661
CA2_+_86376261.23-P1P2	CA2	1580	4	0
CA2_+_86376264.23-P1P2	CA2	3349	2751	1324
CA2_+_86376646.23-P1P2	CA2	2010	5	1472
CA3_-_86351097.23-P1P2	CA3	1398	4419	1514
CA3_-_86351132.23-P1P2	CA3	3264	1	1
CA3_-_86351141.23-P1P2	CA3	2448	399	1
CA3_-_86351154.23-P1P2	CA3	2391	1	3859
CA4_+_58227730.23-P1P2	CA4	2736	3770	1845
CA4_-_58227374.23-P1P2	CA4	622	1806	1599
CA4_-_58227726.23-P1P2	CA4	1289	1	0
CA5A_+_87969813.23-P1P2	CA5A	1062	4	1306
CA5A_+_87969837.23-P1P2	CA5A	1348	2	1
CA5A_-_87969821.23-P1P2	CA5A	1143	2	779
CA5A_-_87969831.23-P1P2	CA5A	1139	3	3518
CA5B_-_15756390.23-P1P2	CA5B	1750	2	0
CA5B_-_15756445.23-P1P2	CA5B	1533	11110	2622
CA5B_-_15756485.23-P1P2	CA5B	445	3	2174
CA6_+_9005952.23-P1P2	CA6	1439	2	0
CA6_+_9005970.23-P1P2	CA6	2135	2	1888
CA6_+_9006029.23-P1P2	CA6	3309	1	4
CA6_-_9005951.23-P1P2	CA6	2665	6	1780
CA7_+_66878691.23-P1P2	CA7	1538	2	1878
CA7_-_66878344.23-P1P2	CA7	2638	7	1870
CA7_-_66878359.23-P1P2	CA7	2625	1280	999
CA7_-_66878370.23-P1P2	CA7	2941	1	1723
CA8_-_61193488.23-P1P2	CA8	1464	0	0
CA8_-_61193708.23-P1P2	CA8	574	2	2311
CA8_-_61193912.23-P1P2	CA8	667	7	5359
CA9_+_35673915.23-P1P2	CA9	2617	2359	1869
CA9_+_35673977.23-P1P2	CA9	2493	3672	1
CA9_+_35673986.23-P1P2	CA9	1377	1	2700
CACNA1A_+_13616881.23-P1P2	CACNA1A	969	0	0
CACNA1A_-_13617085.23-P1P2	CACNA1A	1281	4	6553
CACNA1A_-_13617196.23-P1P2	CACNA1A	3368	5249	1530
CACNA1B_+_140772223.23-P1P2	CACNA1B	2402	1	1441
CACNA1B_-_140772283.23-P1P2	CACNA1B	4137	2505	1476
CACNA1B_-_140772681.23-P1P2	CACNA1B	3753	4101	4
CACNA1C_+_2162254.23-P1P2	CACNA1C	1517	0	0
CACNA1C_+_2162389.23-P1P2	CACNA1C	1118	3	2906
CACNA1D_+_53528694.23-P1P2	CACNA1D	808	2670	1539
CACNA1D_+_53528698.23-P1P2	CACNA1D	2876	5	4428
CACNA1D_+_53528720.23-P1P2	CACNA1D	1131	4732	3296
CACNA1I_+_39966811.23-P1P2	CACNA1I	5031	7	5272
CACNA1I_+_39966957.23-P1P2	CACNA1I	2638	10669	9
CACNA1I_-_39967156.23-P1P2	CACNA1I	1681	2	1966
CACNA1S_+_201081196.23-P1P2	CACNA1S	1555	1	1
CACNA1S_+_201081501.23-P1P2	CACNA1S	3459	3	3488
CACNA1S_+_201081543.23-P1P2	CACNA1S	1324	0	0
CACNA2D1_-_82072818.23-P1P2	CACNA2D1	1940	2	1
CACNA2D1_-_82072843.23-P1P2	CACNA2D1	4804	4	1853
CACNA2D1_-_82073236.23-P1P2	CACNA2D1	1215	1	1
CACNA2D1_-_82073256.23-P1P2	CACNA2D1	1602	1430	4909
CACNA2D2_+_50540967.23-P1P2	CACNA2D2	4274	4	1657
CACNA2D2_-_50540593.23-P1P2	CACNA2D2	1115	4504	2402
CACNA2D2_-_50540709.23-P1P2	CACNA2D2	3887	2	4
CACNA2D2_-_50540994.23-P1P2	CACNA2D2	2465	1	1721
CACNA2D2_-_50541020.23-P1P2	CACNA2D2	1181	1	2691
