Gene	sgRNA	eff
ARL5B	ARL5B_-_18948336.23-P1P2	1
ARL5B	ARL5B_-_18948344.23-P1P2	1
ARL5B	ARL5B_-_18948348.23-P1P2	1
ARL5B	ARL5B_-_18948364.23-P1P2	1
ARPC1B	ARPC1B_+_98972315.23-P1P2	1
ARPC1B	ARPC1B_+_98972356.23-P1P2	1
ARPC1B	ARPC1B_+_98972769.23-P1P2	1
ARPC2	ARPC2_+_219103598.23-P2	1
ARPC2	ARPC2_-_219081891.23-P1	1
ARPC2	ARPC2_-_219103724.23-P2	1
ARPC2	ARPC2_-_219103871.23-P2	1
ARPC3	ARPC3_-_110882896.23-P2	1
ARPC3	ARPC3_-_110888115.23-P1	1
ARPC4	ARPC4_+_9834836.23-P1P2	1
ARPC5	ARPC5_+_183604702.23-P1P2	1
ARPC5	ARPC5_+_183604896.23-P1P2	1
ARSA	ARSA_+_51066539.23-P1P2	1
ARSA	ARSA_+_51066550.23-P1P2	1
ART1	ART1_-_3666414.23-P1P2	1
ASGR2	ASGR2_+_7017555.23-P1P2	1
ASGR2	ASGR2_-_7017722.23-P1P2	1
ASGR2	ASGR2_-_7017726.23-P1P2	1
ASGR2	ASGR2_-_7017962.23-P1P2	1
ASGR2	ASGR2_-_7017981.23-P1P2	1
ASNA1	ASNA1_+_12848373.23-P1P2	1
ASNA1	ASNA1_+_12848698.23-P1P2	1
ASNA1	ASNA1_-_12847970.23-P1P2	1
ASRGL1	ASRGL1_+_62105004.23-P1P2	1
ASRGL1	ASRGL1_+_62105040.23-P1P2	1
ASRGL1	ASRGL1_-_62104973.23-P1P2	1
ASRGL1	ASRGL1_-_62105346.23-P1P2	1
ASS1	ASS1_+_133320415.23-P1P2	1
ASS1	ASS1_+_133320791.23-P1P2	1
ASS1	ASS1_-_133320387.23-P1P2	1
ATM	ATM_+_108094013.23-P1P2	1
ATM	ATM_-_108093795.23-P1P2	1
ATM	ATM_-_108093829.23-P1P2	1
ATM	ATM_-_108093839.23-P1P2	1
ATOX1	ATOX1_-_151137774.23-P1P2	1
ATOX1	ATOX1_-_151138108.23-P1P2	1
ATOX1	ATOX1_-_151138119.23-P1P2	1
ATOX1	ATOX1_-_151138125.23-P1P2	1
ATOX1	ATOX1_-_151138136.23-P1P2	1
ATP1A1	ATP1A1_+_116916023.23-P1P2	1
ATP1A1	ATP1A1_+_116916694.23-P1P2	1
ATP1A1	ATP1A1_-_116915929.23-P1P2	1
ATP1A1	ATP1A1_-_116915944.23-P1P2	1
ATP1A1	ATP1A1_-_116916334.23-P1P2	1
ATP2A1	ATP2A1_+_28890222.23-P1P2	1
ATP2A1	ATP2A1_-_28889833.23-P1P2	1
ATP2C1	ATP2C1_+_130613095.23-P1P2	1
ATP2C1	ATP2C1_+_130613395.23-P1P2	1
ATP2C1	ATP2C1_-_130613510.23-P1P2	1
ATP4A	ATP4A_+_36048542.23-P2	1
ATP4A	ATP4A_+_36048719.23-P2	1
ATP4A	ATP4A_+_36054077.23-P1	1
ATP4A	ATP4A_+_36054145.23-P1	1
ATP4A	ATP4A_+_36054525.23-P1	1
ATP4A	ATP4A_+_36054554.23-P1	1
ATP4A	ATP4A_-_36048282.23-P2	1
ATP4A	ATP4A_-_36048687.23-P2	1
ATP5A1	ATP5A1_+_43669663.23-P2	1
ATP5A1	ATP5A1_+_43678149.23-P1	1
ATP5A1	ATP5A1_+_43678237.23-P1	1
ATP5A1	ATP5A1_-_43669651.23-P2	1
ATP5A1	ATP5A1_-_43669654.23-P2	1
ATP5C1	ATP5C1_+_7830138.23-P1P2	1
ATP6V1C1	ATP6V1C1_-_104033361.23-P1P2	1
ATP8A1	ATP8A1_-_42658683.23-P1P2	1
ATP8A1	ATP8A1_-_42659062.23-P1P2	1
ATP8A1	ATP8A1_-_42659065.23-P1P2	1
ATP8A1	ATP8A1_-_42659112.23-P1P2	1
AURKAIP1	AURKAIP1_+_1310184.23-P1P2	1
AURKAIP1	AURKAIP1_-_1310201.23-P1P2	1
AURKC	AURKC_+_57742445.23-P1P2	1
AURKC	AURKC_-_57742432.23-P1P2	1
AURKC	AURKC_-_57742487.23-P1P2	1
AVPR1A	AVPR1A_+_63544503.23-P1P2	1
AVPR1A	AVPR1A_+_63544956.23-P1P2	1
AVPR1A	AVPR1A_-_63544766.23-P1P2	1
AVPR1A	AVPR1A_-_63544900.23-P1P2	1
AVPR1B	AVPR1B_+_206223991.23-P1P2	1
AVPR1B	AVPR1B_+_206223995.23-P1P2	1
AVPR1B	AVPR1B_+_206224162.23-P1P2	1
AVPR1B	AVPR1B_-_206223987.23-P1P2	1
AVPR2	AVPR2_+_153170186.23-P1P2	1
AVPR2	AVPR2_+_153170422.23-P1P2	1
AVPR2	AVPR2_+_153170553.23-P1P2	1
AVPR2	AVPR2_-_153170663.23-P1P2	1
AXL	AXL_+_41725166.23-P1P2	1
AXL	AXL_-_41725322.23-P1P2	1
AXL	AXL_-_41725592.23-P1P2	1
AZGP1	AZGP1_+_99573256.23-P1P2	1
AZGP1	AZGP1_+_99573276.23-P1P2	1
AZGP1	AZGP1_+_99573447.23-P1P2	1
AZGP1	AZGP1_-_99573392.23-P1P2	1
B2M	B2M_+_45003754.23-P1	1
B2M	B2M_+_45003760.23-P1	1
B2M	B2M_+_45004135.23-P1	1
B2M	B2M_+_45007848.23-P2	1
B2M	B2M_+_45007852.23-P2	1
B2M	B2M_+_45008205.23-P2	1
B2M	B2M_-_45003947.23-P1	1
B2M	B2M_-_45008269.23-P2	1
B4GALT1	B4GALT1_-_33166777.23-P1P2	1
B4GALT1	B4GALT1_-_33167098.23-P1P2	1
B4GALT1	B4GALT1_-_33167114.23-P1P2	1
B4GALT2	B4GALT2_+_44444940.23-P1P2	1
B4GALT2	B4GALT2_+_44444945.23-P1P2	1
B4GALT2	B4GALT2_+_44445285.23-P1P2	1
B4GALT2	B4GALT2_+_44445388.23-P1P2	1
B4GALT2	B4GALT2_+_44445508.23-P1P2	1
B4GALT3	B4GALT3_+_161146860.23-P1P2	1
B4GALT3	B4GALT3_+_161147226.23-P1P2	1
B4GALT3	B4GALT3_-_161146830.23-P1P2	1
B4GALT4	B4GALT4_-_118959253.23-P1P2	1
B4GALT4	B4GALT4_-_118959700.23-P1P2	1
B4GALT4	B4GALT4_-_118959706.23-P1P2	1
BACE1	BACE1_+_117186910.23-P1P2	1
BACE1	BACE1_-_117186930.23-P1P2	1
BACE1	BACE1_-_117186976.23-P1P2	1
BAG1	BAG1_+_33264282.23-P1P2	1
BAG1	BAG1_+_33264334.23-P1P2	1
BAG1	BAG1_+_33264347.23-P1P2	1
BAG1	BAG1_+_33264674.23-P1P2	1
BAG1	BAG1_-_33264226.23-P1P2	1
BAIAP2L1	BAIAP2L1_+_98030294.23-P1P2	1
BAIAP2L1	BAIAP2L1_-_98030369.23-P1P2	1
BAIAP2L1	BAIAP2L1_-_98030377.23-P1P2	1
BBOX1	BBOX1_+_27077219.23-P1	1
BBOX1	BBOX1_+_27077310.23-P1	1
BBOX1	BBOX1_-_27062990.23-P2	1
BBOX1	BBOX1_-_27063389.23-P2	1
BBOX1	BBOX1_-_27063410.23-P2	1
BCAT2	BCAT2_+_49313840.23-P1P2	1
BCAT2	BCAT2_+_49313857.23-P1P2	1
BCAT2	BCAT2_+_49314243.23-P1P2	1
BCAT2	BCAT2_-_49314274.23-P1P2	1
BCKDK	BCKDK_+_31119819.23-P1P2	1
BCKDK	BCKDK_+_31119948.23-P1P2	1
BCKDK	BCKDK_-_31119715.23-P1P2	1
BCR	BCR_+_23522602.23-P1P2	1
BCR	BCR_+_23523092.23-P1P2	1
BCR	BCR_+_23523145.23-P1P2	1
BCR	BCR_-_23522662.23-P1P2	1
BCR	BCR_-_23523163.23-P1P2	1
BDH1	BDH1_+_197282818.23-P1	1
BDH1	BDH1_+_197282821.23-P1	1
BDH1	BDH1_+_197299833.23-P2	1
BDH1	BDH1_+_197300005.23-P2	1
BDH1	BDH1_-_197282430.23-P1	1
BDH1	BDH1_-_197282459.23-P1	1
BDH1	BDH1_-_197300158.23-P2	1
BDKRB2	BDKRB2_-_96671212.23-P1P2	1
BDKRB2	BDKRB2_-_96671239.23-P1P2	1
BDKRB2	BDKRB2_-_96671258.23-P1P2	1
BEGAIN	BEGAIN_+_101014112.23-P2	1
BEGAIN	BEGAIN_+_101053379.23-P1	1
BEGAIN	BEGAIN_+_101053679.23-P1	1
BEGAIN	BEGAIN_-_101014193.23-P2	1
BGLAP	BGLAP_+_156182825.23-P1P2	1
BGLAP	BGLAP_-_156182790.23-P1P2	1
BHMT2	BHMT2_+_78365650.23-P1P2	1
BHMT2	BHMT2_+_78365811.23-P1P2	1
BHMT2	BHMT2_+_78366015.23-P1P2	1
BHMT2	BHMT2_-_78365608.23-P1P2	1
BHMT	BHMT_+_78407660.23-P1P2	1
BHMT	BHMT_+_78407670.23-P1P2	1
BHMT	BHMT_-_78407639.23-P1P2	1
BLK	BLK_+_11351913.23-P1P2	1
BLK	BLK_-_11351904.23-P1P2	1
BLVRA	BLVRA_+_43798323.23-P1	1
BLVRA	BLVRA_+_43798673.23-P1	1
BLVRA	BLVRA_+_43803794.23-P2	1
BLVRA	BLVRA_+_43804242.23-P2	1
BLVRA	BLVRA_+_43804270.23-P2	1
BLVRA	BLVRA_-_43798338.23-P1	1
BLVRA	BLVRA_-_43803827.23-P2	1
BLVRA	BLVRA_-_43804199.23-P2	1
BLVRB	BLVRB_+_40971387.23-P1P2	1
BLVRB	BLVRB_-_40971633.23-P1P2	1
BMP2K	BMP2K_-_79697913.23-P1P2	1
BMPR1A	BMPR1A_-_88516386.23-P1P2	1
BMPR1A	BMPR1A_-_88516862.23-P1P2	1
BMPR1B	BMPR1B_-_95679183.23-P1P2	1
BMPR1B	BMPR1B_-_95679535.23-P1P2	1
BMPR1B	BMPR1B_-_95679541.23-P1P2	1
BMPR2	BMPR2_+_203241093.23-P1P2	1
BMPR2	BMPR2_+_203241440.23-P1P2	1
BMPR2	BMPR2_-_203241426.23-P1P2	1
BMX	BMX_+_15518931.23-P1P2	1
BMX	BMX_+_15518990.23-P1P2	1
BMX	BMX_+_15519408.23-P1P2	1
BMX	BMX_-_15518995.23-P1P2	1
BPHL	BPHL_+_3118965.23-P1P2	1
BPHL	BPHL_+_3118994.23-P1P2	1
BPHL	BPHL_-_3118980.23-P1P2	1
BPHL	BPHL_-_3118993.23-P1P2	1
BPI	BPI_+_36932636.23-P1P2	1
BPI	BPI_+_36932649.23-P1P2	1
BPI	BPI_+_36933042.23-P1P2	1
BRAF	BRAF_+_140624087.23-P1P2	1
BRAF	BRAF_-_140624678.23-P1P2	1
BRAF	BRAF_-_140624717.23-P1P2	1
BRAF	BRAF_-_140624725.23-P1P2	1
BRD2	BRD2_+_32938718.23-P2	1
BRD2	BRD2_+_32938730.23-P2	1
BRD2	BRD2_+_32938799.23-P2	1
BRD2	BRD2_+_32940409.23-P1	1
BRD2	BRD2_-_32938736.23-P2	1
BRD2	BRD2_-_32938775.23-P2	1
BRD3	BRD3_+_136932685.23-P1P2	1
BRD3	BRD3_+_136933110.23-P1P2	1
BRD3	BRD3_+_136933116.23-P1P2	1
BRD3	BRD3_-_136933086.23-P1P2	1
BRD3	BRD3_-_136933100.23-P1P2	1
BRDT	BRDT_+_92414997.23-P1P2	1
BRDT	BRDT_+_92415234.23-P1P2	1
BRDT	BRDT_-_92414973.23-P1P2	1
BRSK1	BRSK1_-_55795395.23-P1P2	1
BRSK1	BRSK1_-_55795404.23-P1P2	1
BRSK1	BRSK1_-_55795754.23-P1P2	1
BRSK1	BRSK1_-_55795805.23-P1P2	1
BRSK2	BRSK2_+_1411183.23-P1P2	1
BRSK2	BRSK2_+_1411277.23-P1P2	1
BST1	BST1_+_15704762.23-P1P2	1
BST1	BST1_-_15704748.23-P1P2	1
BST1	BST1_-_15704960.23-P1P2	1
BTK	BTK_+_100641187.23-P1P2	1
BTK	BTK_-_100641113.23-P1P2	1
BTK	BTK_-_100641135.23-P1P2	1
C17orf75	C17orf75_+_30669166.23-P1P2	1
C17orf75	C17orf75_+_30669177.23-P1P2	1
C17orf75	C17orf75_-_30668957.23-P1P2	1
C17orf75	C17orf75_-_30669152.23-P1P2	1
C1QA	C1QA_+_22963136.23-P1P2	1
C1QA	C1QA_-_22963175.23-P1P2	1
C1QB	C1QB_-_22979726.23-P1P2	1
C1QB	C1QB_-_22979740.23-P1P2	1
C1QB	C1QB_-_22979843.23-P1P2	1
C1QC	C1QC_-_22970169.23-P1P2	1
C1QC	C1QC_-_22970394.23-P1P2	1
C1R	C1R_+_7245016.23-P1P2	1
C1R	C1R_-_7244605.23-P1P2	1
C1R	C1R_-_7244637.23-P1P2	1
C1S	C1S_-_7168083.23-P1P2	1
C1S	C1S_-_7168284.23-P1P2	1
C1S	C1S_-_7168456.23-P1P2	1
C3	C3_+_6720438.23-P1P2	1
C3	C3_+_6720583.23-P1P2	1
C3	C3_-_6720601.23-P1P2	1
C4A	C4A_+_31949813.23-ENST00000428956.2	1
C4A	C4A_+_31949878.23-ENST00000428956.2	1
C4A	C4A_-_31950166.23-ENST00000428956.2	1
C4A	C4A_-_31950176.23-ENST00000428956.2	1
C4B	C4B_+_31982551.23-ENST00000435363.2	1
C4B	C4B_+_31982616.23-ENST00000435363.2	1
C4B	C4B_-_31982904.23-ENST00000435363.2	1
C4B	C4B_-_31982914.23-ENST00000435363.2	1
C5	C5_+_123812097.23-P1P2	1
C5	C5_+_123812471.23-P1P2	1
C8G	C8G_+_139840046.23-P1P2	1
C8G	C8G_+_139840055.23-P1P2	1
C8G	C8G_-_139839725.23-P1P2	1
C8G	C8G_-_139839737.23-P1P2	1
C9orf96	C9orf96_+_136243280.23-P1P2	1
C9orf96	C9orf96_+_136243653.23-P1P2	1
C9orf96	C9orf96_-_136243249.23-P1P2	1
C9orf96	C9orf96_-_136243277.23-P1P2	1
CA10	CA10_+_50235658.23-P1P2	1
CA10	CA10_+_50235675.23-P1P2	1
CA10	CA10_+_50236049.23-P1P2	1
CA10	CA10_-_50235685.23-P1P2	1
CA11	CA11_+_49148840.23-P1P2	1
CA11	CA11_+_49148889.23-P1P2	1
CA11	CA11_+_49149355.23-P1P2	1
CA11	CA11_-_49148908.23-P1P2	1
CA12	CA12_+_63673833.23-P1P2	1
CA12	CA12_+_63673971.23-P1P2	1
CA12	CA12_+_63674021.23-P1P2	1
CA13	CA13_+_86157720.23-P1P2	1
CA13	CA13_+_86158000.23-P1P2	1
CA13	CA13_-_86157748.23-P1P2	1
CA13	CA13_-_86157765.23-P1P2	1
CA13	CA13_-_86158065.23-P1P2	1
CA1	CA1_-_86290329.23-P1P2	1
CA2	CA2_+_86376261.23-P1P2	1
CA2	CA2_+_86376264.23-P1P2	1
CA2	CA2_+_86376646.23-P1P2	1
CA3	CA3_-_86351097.23-P1P2	1
CA3	CA3_-_86351132.23-P1P2	1
CA3	CA3_-_86351141.23-P1P2	1
CA3	CA3_-_86351154.23-P1P2	1
CA4	CA4_+_58227730.23-P1P2	1
CA4	CA4_-_58227374.23-P1P2	1
CA4	CA4_-_58227726.23-P1P2	1
CA5A	CA5A_+_87969813.23-P1P2	1
CA5A	CA5A_+_87969837.23-P1P2	1
CA5A	CA5A_-_87969821.23-P1P2	1
CA5A	CA5A_-_87969831.23-P1P2	1
CA5B	CA5B_-_15756390.23-P1P2	1
CA5B	CA5B_-_15756445.23-P1P2	1
CA5B	CA5B_-_15756485.23-P1P2	1
CA6	CA6_+_9005952.23-P1P2	1
CA6	CA6_+_9005970.23-P1P2	1
CA6	CA6_+_9006029.23-P1P2	1
CA6	CA6_-_9005951.23-P1P2	1
CA7	CA7_+_66878691.23-P1P2	1
CA7	CA7_-_66878344.23-P1P2	1
CA7	CA7_-_66878359.23-P1P2	1
CA7	CA7_-_66878370.23-P1P2	1
CA8	CA8_-_61193488.23-P1P2	1
CA8	CA8_-_61193708.23-P1P2	1
CA8	CA8_-_61193912.23-P1P2	1
CA9	CA9_+_35673915.23-P1P2	1
CA9	CA9_+_35673977.23-P1P2	1
CA9	CA9_+_35673986.23-P1P2	1
CACNA1A	CACNA1A_+_13616881.23-P1P2	1
CACNA1A	CACNA1A_-_13617085.23-P1P2	1
CACNA1A	CACNA1A_-_13617196.23-P1P2	1
CACNA1B	CACNA1B_+_140772223.23-P1P2	1
CACNA1B	CACNA1B_-_140772283.23-P1P2	1
CACNA1B	CACNA1B_-_140772681.23-P1P2	1
CACNA1C	CACNA1C_+_2162254.23-P1P2	1
CACNA1C	CACNA1C_+_2162389.23-P1P2	1
CACNA1D	CACNA1D_+_53528694.23-P1P2	1
CACNA1D	CACNA1D_+_53528698.23-P1P2	1
CACNA1D	CACNA1D_+_53528720.23-P1P2	1
CACNA1I	CACNA1I_+_39966811.23-P1P2	1
CACNA1I	CACNA1I_+_39966957.23-P1P2	1
CACNA1I	CACNA1I_-_39967156.23-P1P2	1
CACNA1S	CACNA1S_+_201081196.23-P1P2	1
CACNA1S	CACNA1S_+_201081501.23-P1P2	1
CACNA1S	CACNA1S_+_201081543.23-P1P2	1
CACNA2D1	CACNA2D1_-_82072818.23-P1P2	1
CACNA2D1	CACNA2D1_-_82072843.23-P1P2	1
CACNA2D1	CACNA2D1_-_82073236.23-P1P2	1
CACNA2D1	CACNA2D1_-_82073256.23-P1P2	1
CACNA2D2	CACNA2D2_+_50540967.23-P1P2	1
CACNA2D2	CACNA2D2_-_50540593.23-P1P2	1
CACNA2D2	CACNA2D2_-_50540709.23-P1P2	1
CACNA2D2	CACNA2D2_-_50540994.23-P1P2	1
CACNA2D2	CACNA2D2_-_50541020.23-P1P2	1
CACNB1	CACNB1_+_37353849.23-P1P2	1
CACNB1	CACNB1_+_37353862.23-P1P2	1
CACNB1	CACNB1_+_37353871.23-P1P2	1
CACNB1	CACNB1_-_37353807.23-P1P2	1
CACNB1	CACNB1_-_37353836.23-P1P2	1
CACNB2	CACNB2_-_18429752.23-P1	1
CACNB2	CACNB2_-_18429764.23-P1	1
CACNB2	CACNB2_-_18689893.23-P2	1
CACNB2	CACNB2_-_18689946.23-P2	1
CACNB2	CACNB2_-_18690056.23-P2	1
CACNB3	CACNB3_+_49209404.23-P2	1
CACNB3	CACNB3_+_49212301.23-P1	1
CACNB3	CACNB3_+_49212320.23-P1	1
CACNB3	CACNB3_+_49212331.23-P1	1
CACNB3	CACNB3_+_49212707.23-P1	1
CACNB3	CACNB3_-_49209408.23-P2	1
CACNB3	CACNB3_-_49209628.23-P2	1
CACNB3	CACNB3_-_49212309.23-P1	1
CACNB4	CACNB4_+_152830465.23-ENST00000360283.6,ENST00000534999.1	1
CACNB4	CACNB4_-_152830517.23-ENST00000360283.6,ENST00000534999.1	1
CACNG1	CACNG1_+_65040694.23-P1P2	1
CACNG1	CACNG1_+_65040715.23-P1P2	1
CACNG1	CACNG1_+_65040747.23-P1P2	1
CACNG1	CACNG1_-_65040753.23-P1P2	1
CALM1	CALM1_+_90863405.23-P1P2	1
CALM2	CALM2_+_47404016.23-P1P2	1
CALM2	CALM2_-_47403900.23-P1P2	1
CALM3	CALM3_+_47104530.23-ENST00000291295.9	1
CALM3	CALM3_-_47104549.23-ENST00000291295.9	1
CALM3	CALM3_-_47104749.23-ENST00000291295.9	1
CALR	CALR_-_13049450.23-P1P2	1
CALR	CALR_-_13050827.23-P1P2	1
CALY	CALY_+_135139581.23-P2	1
CALY	CALY_+_135139764.23-P2	1
CALY	CALY_+_135149991.23-P1	1
CALY	CALY_+_135150007.23-P1	1
CALY	CALY_-_135139307.23-P2	1
CALY	CALY_-_135150342.23-P1	1
CALY	CALY_-_135150351.23-P1	1
CALY	CALY_-_135150376.23-P1	1
CAMK1D	CAMK1D_+_12391983.23-P1P2	1
CAMK1D	CAMK1D_+_12392022.23-P1P2	1
CAMK1D	CAMK1D_+_12392167.23-P1P2	1
CAMK1G	CAMK1G_+_209781053.23-P2	1
CAMK1G	CAMK1G_-_209757484.23-P1	1
CAMK1	CAMK1_+_9811178.23-P1P2	1
CAMK1	CAMK1_+_9811259.23-P1P2	1
CAMK1	CAMK1_+_9811576.23-P1P2	1
CAMK1	CAMK1_-_9811423.23-P1P2	1
CAMK2B	CAMK2B_+_44364942.23-P1P2	1
CAMK2B	CAMK2B_-_44365131.23-P1P2	1
CAMK2D	CAMK2D_+_114682914.23-P1P2	1
CAMK2D	CAMK2D_-_114682323.23-P1P2	1
CAMK2D	CAMK2D_-_114682878.23-P1P2	1
CAMK2D	CAMK2D_-_114682883.23-P1P2	1
CAMK2G	CAMK2G_-_75634117.23-P1P2	1
CAMK2G	CAMK2G_-_75634264.23-P1P2	1
CAMK2N1	CAMK2N1_-_20812260.23-P1P2	1
CAMK2N1	CAMK2N1_-_20812324.23-P1P2	1
CAMK2N1	CAMK2N1_-_20812336.23-P1P2	1
CAMK4	CAMK4_+_110560439.23-P1P2	1
CAMK4	CAMK4_+_110560518.23-P1P2	1
CAMK4	CAMK4_+_110560576.23-P1P2	1
CAMK4	CAMK4_-_110560134.23-P1P2	1
CAMK4	CAMK4_-_110560347.23-P1P2	1
CAMKK1	CAMKK1_+_3796272.23-P1P2	1
CAMKK1	CAMKK1_-_3796085.23-P1P2	1
CAMKK1	CAMKK1_-_3796331.23-P1P2	1
CAMKK2	CAMKK2_+_121734109.23-P1P2	1
CAMKK2	CAMKK2_+_121734321.23-P1P2	1
CAMKK2	CAMKK2_-_121734139.23-P1P2	1
CAMKK2	CAMKK2_-_121734444.23-P1P2	1
CAMKK2	CAMKK2_-_121734488.23-P1P2	1
CAMKV	CAMKV_+_49906896.23-P1P2	1
CAMKV	CAMKV_+_49907271.23-P1P2	1
CAMKV	CAMKV_+_49907311.23-P1P2	1
CAMKV	CAMKV_-_49907319.23-P1P2	1
CAMLG	CAMLG_+_134074236.23-P1P2	1
CAMLG	CAMLG_+_134074282.23-P1P2	1
CAMLG	CAMLG_-_134074322.23-P1P2	1
CAMP	CAMP_+_48265026.23-P1P2	1
CAMP	CAMP_-_48264975.23-P1P2	1
CAMP	CAMP_-_48264983.23-P1P2	1
CANT1	CANT1_+_77005768.23-P1P2	1
CANT1	CANT1_-_77005380.23-P1P2	1
CANT1	CANT1_-_77005406.23-P1P2	1
CANT1	CANT1_-_77005439.23-P1P2	1
CANT1	CANT1_-_77005778.23-P1P2	1
CANX	CANX_+_179125981.23-P1	1
CANX	CANX_+_179133102.23-P2	1
CANX	CANX_-_179126011.23-P1	1
CANX	CANX_-_179133208.23-P2	1
CAPN1	CAPN1_+_64949856.23-P1P2	1
CAPN1	CAPN1_-_64949451.23-P1P2	1
CAPNS1	CAPNS1_+_36631379.23-P1P2	1
CAPNS1	CAPNS1_-_36631056.23-P1P2	1
CARTPT	CARTPT_+_71015560.23-P1P2	1
CARTPT	CARTPT_-_71015511.23-P1P2	1
CARTPT	CARTPT_-_71015526.23-P1P2	1
CARTPT	CARTPT_-_71015538.23-P1P2	1
CASK	CASK_-_41782259.23-P1P2	1
CASK	CASK_-_41782698.23-P1P2	1
CASP7	CASP7_+_115439705.23-P1P2	1
CASP7	CASP7_+_115439715.23-P1P2	1
CASP7	CASP7_+_115439718.23-P1P2	1
CASR	CASR_+_121902901.23-P1P2	1
CASR	CASR_+_121902954.23-P1P2	1
CASR	CASR_-_121902593.23-P1P2	1
CASR	CASR_-_121902759.23-P1P2	1
CASR	CASR_-_121903029.23-P1P2	1
CAST	CAST_+_95998193.23-P2	1
CAST	CAST_+_95998268.23-P2	1
CAST	CAST_+_96038587.23-P1	1
CAST	CAST_+_96038681.23-P1	1
CAST	CAST_+_96038695.23-P1	1
CAST	CAST_-_95997979.23-P2	1
CAST	CAST_-_96038545.23-P1	1
CAT	CAT_+_34460511.23-P1	1
CAT	CAT_+_34478217.23-P2	1
CAT	CAT_-_34460861.23-P1	1
CAT	CAT_-_34478248.23-P2	1
CBR1	CBR1_+_37442295.23-P1P2	1
CBR1	CBR1_-_37442302.23-P1P2	1
CBR1	CBR1_-_37442702.23-P1P2	1
CBS	CBS_-_44495505.23-P1P2	1
CBS	CBS_-_44495867.23-P1P2	1
CBS	CBS_-_44495886.23-P1P2	1
CBS	CBS_-_44495934.23-P1P2	1
CCBL1	CCBL1_-_131644221.23-P1P2	1
CCBL2	CCBL2_+_89458258.23-P1P2	1
CCBL2	CCBL2_+_89458266.23-P1P2	1
CCBL2	CCBL2_+_89458283.23-P1P2	1
CCBL2	CCBL2_+_89458291.23-P1P2	1
CCKAR	CCKAR_+_26491666.23-P1P2	1
CCKAR	CCKAR_+_26492061.23-P1P2	1
CCKAR	CCKAR_-_26491843.23-P1P2	1
CCL8	CCL8_+_32646511.23-P1P2	1
CCL8	CCL8_-_32646449.23-P1P2	1
CCR5	CCR5_+_46412474.23-P1P2	1
CCR5	CCR5_+_46412818.23-P1P2	1
CCR5	CCR5_+_46412844.23-P1P2	1
CCR5	CCR5_-_46412917.23-P1P2	1
CCT3	CCT3_-_156307996.23-P1P2	1
CD1A	CD1A_+_158224667.23-P1P2	1
CD1A	CD1A_-_158224219.23-P1P2	1
CD1A	CD1A_-_158224222.23-P1P2	1
CD1A	CD1A_-_158224302.23-P1P2	1
CD1D	CD1D_+_158150733.23-P1P2	1
CD1D	CD1D_+_158151143.23-P1P2	1
CD1D	CD1D_-_158150703.23-P1P2	1
CD209	CD209_+_7811980.23-P1P2	1
CD247	CD247_+_167487350.23-P1P2	1
CD247	CD247_+_167487623.23-P1P2	1
CD247	CD247_-_167487282.23-P1P2	1
CD247	CD247_-_167487768.23-P1P2	1
CD33	CD33_+_51729086.23-P1P2	1
CD33	CD33_-_51728897.23-P1P2	1
CD3D	CD3D_+_118213247.23-P1P2	1
CD3D	CD3D_+_118213387.23-P1P2	1
CD3E	CD3E_+_118175886.23-P1P2	1
CD3E	CD3E_-_118175687.23-P1P2	1
CD3G	CD3G_+_118215108.23-P1P2	1
CD3G	CD3G_+_118215119.23-P1P2	1
CD3G	CD3G_-_118215076.23-P1P2	1
CD46	CD46_+_207925964.23-P1P2	1
CD46	CD46_-_207925473.23-P1P2	1
CD46	CD46_-_207925976.23-P1P2	1
CD4	CD4_+_6898750.23-P1P2	1
CD4	CD4_-_6899142.23-P1P2	1
CD52	CD52_+_26644443.23-P1P2	1
CD55	CD55_+_207495045.23-P1P2	1
CD55	CD55_+_207495088.23-P1P2	1
CD55	CD55_-_207495267.23-P1P2	1
CD86	CD86_+_121774694.23-P1	1
CD86	CD86_+_121796717.23-P2	1
CD86	CD86_-_121774225.23-P1	1
CD86	CD86_-_121774236.23-P1	1
CD86	CD86_-_121796729.23-P2	1
CD86	CD86_-_121796768.23-P2	1
CDA	CDA_+_20915608.23-P1P2	1
CDA	CDA_-_20915957.23-P1P2	1
CDC14A	CDC14A_+_100818072.23-P1P2	1
CDC14A	CDC14A_+_100818076.23-P1P2	1
CDC14A	CDC14A_+_100818093.23-P1P2	1
CDC14A	CDC14A_+_100818104.23-P1P2	1
CDC14B	CDC14B_-_99381431.23-P1P2	1
CDC25A	CDC25A_+_48229063.23-P1P2	1
CDC25A	CDC25A_+_48229841.23-P1P2	1
CDC25A	CDC25A_-_48229649.23-P1P2	1
CDC25B	CDC25B_+_3776964.23-P1P2	1
CDC25B	CDC25B_-_3777393.23-P1P2	1
CDC25C	CDC25C_+_137667466.23-P1P2	1
CDC25C	CDC25C_-_137667425.23-P1P2	1
CDC25C	CDC25C_-_137667439.23-P1P2	1
CDC42BPA	CDC42BPA_+_227505740.23-P1P2	1
CDC42BPA	CDC42BPA_+_227506098.23-P1P2	1
CDC42BPA	CDC42BPA_+_227506138.23-P1P2	1
CDC42BPA	CDC42BPA_+_227506150.23-P1P2	1
CDC42BPB	CDC42BPB_+_103523492.23-P1P2	1
